Animal_ID,Breed,Age,Weight,Lactation_Stage,Parity,Feed_Type,Feed_Quantity,Protein_Content,Walking_Distance,Grazing_Duration,Rumination_Time,Rest_Hours,Body_Temperature,Heart_Rate,Vaccination_Status,Temperature,Humidity,Season,Housing_Quality,Milk_Yield,Disease_Label
CATTLE_1013,Jersey,57,543.2887255572379,Peak,4,Concentrates,16.42149876273536,11.617393005594703,2.6565536086338297,2.537977494659018,7.787084603742452,12.317191158014808,38.706390463468246,68.2206015999449,Overdue,38.0,85.0,Monsoon,Poor,25.57,Heat Stress
CATTLE_1014,Gir,98,437.73059419985645,Late,6,Dry Fodder,12.73879150692753,12.220971140748954,1.1841897150345617,3.8843474358788437,7.341151974816644,10.553381598660039,39.22676703857866,57.35343166762044,Pending,38.0,85.0,Summer,Poor,15.36,Heat Stress
CATTLE_1015,Holstein,120,481.2833673882503,Early,2,Dry Fodder,12.428527330751152,11.858215003877776,2.482472415243185,3.664805822011224,7.714000494092092,10.94647524914709,37.74257638765707,55.53485047932979,Pending,24.635855436715637,47.29809422897392,Summer,Poor,29.54,Healthy
CATTLE_1016,Gir,72,460.7046872065102,Dry,8,Concentrates,11.262783663864036,14.346361851702364,2.385317379728837,2.6742138456983007,7.153725105945528,10.116417436892,38.78039226318412,70.83051243175277,Vaccinated,19.285148510846884,65.36681040522424,Monsoon,Poor,4.55,Healthy
CATTLE_1017,Holstein,111,381.1165316021454,Dry,5,Mixed Ration,12.186524880254632,15.03007053441732,2.513785950912209,4.772571529459071,10.85273149065472,11.141781021386334,38.8256956256529,56.84730755359654,Pending,30.677828200902994,74.31002645239803,Winter,Average,4.66,Healthy
CATTLE_1018,Holstein,116,411.3587392731214,Mid,3,Concentrates,14.289544179779973,13.029272904341793,2.0818741393863225,7.471987850010263,5.1327348074082515,11.372520380749027,39.04447529848368,60.64280019095463,Pending,16.936420644051744,52.9210220131585,Winter,Poor,26.75,Healthy
CATTLE_1019,Sahiwal,101,414.23481453700157,Peak,3,Mixed Ration,17.038793246804026,12.539266736565727,2.216458589581975,4.06835775985572,6.348399652394183,14.28788817865065,38.59322715738471,53.38213535231612,Overdue,28.169595111590056,29.622861200135894,Summer,Poor,18.39,Healthy
CATTLE_1020,Sahiwal,65,410.37396307836497,Late,1,Green Fodder,14.655790675599302,15.009974557960915,2.8657551941701214,2.1995553894163358,6.665498764159052,9.050109377678087,38.70249085548048,47.391160456649544,Vaccinated,21.73335383713144,86.48181360421646,Monsoon,Average,14.97,Healthy
CATTLE_1021,Sahiwal,34,556.1078098506316,Early,8,Green Fodder,18.09739578165344,10.961260068091974,1.5157659271337487,5.900366723779934,6.292330534381219,10.887638856292456,38.4702373219691,27.58732659930927,Overdue,28.873170267146683,46.09604292632876,Summer,Well Ventilated,12.71,Healthy
CATTLE_1022,Sahiwal,45,437.371592430342,Mid,7,Dry Fodder,11.25665045410545,17.26482260786327,0.5698586220393673,3.3399332699545243,7.130740577286091,12.882546578132231,38.505116530509795,50.18491348952049,Pending,17.8206892441028,77.4474562823244,Summer,Poor,13.66,Healthy
CATTLE_1023,Murrah Buffalo,80,459.9529847786735,Dry,8,Green Fodder,13.199349368523617,14.139604169980037,1.6146864031382397,4.170276017876872,7.6621306745210465,13.172033632290704,37.52395610023875,58.482149049644164,Vaccinated,18.810922505865754,91.995500619844,Summer,Well Ventilated,4.29,Healthy
CATTLE_1024,Sahiwal,94,464.0495933867516,Peak,4,Green Fodder,13.131901440538218,13.58375549928545,1.5069990653411671,3.115952864583683,7.849602097021025,10.714030971930095,38.653649760438306,68.1286211883896,Overdue,21.535452023696728,73.49399813149876,Winter,Poor,12.43,Mastitis
CATTLE_1025,Holstein,28,408.5502494538964,Mid,2,Concentrates,13.319456879409092,15.494587210246523,2.610370265433465,3.968647609053778,7.117327383308782,12.555329791576849,38.39890367378305,57.8231879677278,Overdue,22.04214305582085,68.20646071755057,Summer,Average,30.02,Healthy
CATTLE_1026,Sahiwal,40,491.2708174494015,Dry,8,Dry Fodder,17.440528908001916,16.61095761430866,2.021003841632759,5.022929456942446,6.689733243406544,10.648332704976884,38.79757851271846,51.81779316766527,Vaccinated,24.349284728161578,61.45493947489077,Spring,Average,7.3,Healthy
CATTLE_1027,Gir,69,399.6991309250149,Late,7,Silage,11.357434161636803,16.316221747000135,2.7916626939629356,4.936179725578233,7.62834550926428,9.97550645430617,38.16141914424394,69.7511973341775,Overdue,20.51372814257084,61.137068372905894,Winter,Poor,12.81,Healthy
CATTLE_1028,Holstein,31,408.7251401603744,Late,6,Green Fodder,14.03584247504102,14.82586290855125,1.4362754471960253,2.7666694066503528,7.243687211491912,10.489933142217446,38.616024968678815,45.51915658502676,Vaccinated,22.46528412314435,52.93442541572516,Summer,Well Ventilated,26.42,Healthy
CATTLE_1029,Jersey,78,414.0777889373782,Peak,5,Silage,14.359658544864459,14.621815131196009,3.475356216949552,5.286489434803029,6.840061470036573,9.961967584194623,38.35567068053993,63.227185603380896,Pending,19.987353176810956,59.72230296011415,Summer,Well Ventilated,24.38,Healthy
CATTLE_1030,Sahiwal,36,475.9673257120586,Early,1,Green Fodder,19.598216739007732,13.782479703086285,2.4017117220989412,5.035215987566669,6.5987795281141635,10.448184963620834,38.113495108072264,60.245101742589426,Pending,25.062962003908975,61.465141478232475,Summer,Well Ventilated,15.33,Healthy
CATTLE_1031,Jersey,75,522.5571803897521,Early,3,Silage,17.87781247825562,18.306364915023114,1.2326524371119505,5.308480955081017,7.183342005738352,14.379605866435345,38.20030367727799,38.76104275690193,Pending,20.958508573224243,47.40417236728836,Winter,Average,21.51,Healthy
CATTLE_1032,Gir,60,412.0433669223151,Late,8,Dry Fodder,15.451181359428624,14.683511951554319,3.8761708392158862,5.425635757279076,6.423096344337597,8.203170657303284,39.415729382927175,71.79440120721287,Vaccinated,27.459595857532527,40.19650189469037,Summer,Average,13.03,Healthy
CATTLE_1033,Sahiwal,118,364.3432735454561,Dry,1,Mixed Ration,19.061617122496237,13.770920309494764,3.2378163119734618,1.6083585118084494,6.400624977046228,10.010487399436366,38.811424966173746,49.32379570617405,Overdue,25.23490296882371,53.249017927811344,Winter,Well Ventilated,4.24,Healthy
CATTLE_1034,Sahiwal,44,456.01478158559496,Early,2,Dry Fodder,16.543316502176246,15.42322975617778,0.8753579081621308,1.6988287438965664,8.27767682189851,10.664628023959184,38.55783731714643,71.79297184063826,Vaccinated,21.25756731721723,83.26727963283784,Winter,Poor,14.24,Healthy
CATTLE_1035,Jersey,75,553.0373962440993,Early,4,Concentrates,20.266022527329614,13.502071703041853,2.9715709509543555,4.968063924377722,8.368631557532348,8.070153078839791,37.620630256788445,48.16741487334225,Vaccinated,28.430257299992196,75.87636730274382,Winter,Poor,19.83,Healthy
CATTLE_1036,Sahiwal,96,436.5296582777721,Dry,6,Mixed Ration,17.152626767387886,17.004714104192058,2.074094780419775,6.442923318356938,5.619898541785108,6.593235121289691,38.483652625952956,39.325578999601234,Overdue,24.722261505516904,65.76098173408961,Summer,Poor,3.86,Healthy
CATTLE_1037,Murrah Buffalo,74,384.7765249747573,Peak,5,Silage,17.009017646490115,14.733196492193697,1.0601202136726449,3.2291996239949596,5.940786478111049,9.874641805453656,38.75202325775892,54.69742381627559,Vaccinated,29.775711602506192,45.21410930496684,Monsoon,Well Ventilated,17.77,Healthy
CATTLE_1038,Sahiwal,36,444.6484820022721,Early,4,Concentrates,11.894273032741879,12.892701389305635,0.8021221074111515,6.947087699374584,7.035263551971728,8.600548984014829,38.38951520023339,66.14166700043425,Pending,26.06989955367111,58.31507925463755,Monsoon,Well Ventilated,14.22,Healthy
CATTLE_1039,Jersey,71,423.4749426194736,Mid,3,Silage,13.27254527806596,13.449896605696711,-0.30192116473558483,1.7272134067021714,8.366874267444524,13.289935427002568,38.655625077271765,90.78880808455239,Overdue,23.75481980221811,68.6483544458365,Monsoon,Poor,23.17,Healthy
CATTLE_1040,Sahiwal,62,443.6041204259617,Early,3,Mixed Ration,12.133378678198723,10.787107359484855,2.203463635867223,2.865473882073545,5.577746290402326,8.706854231514948,38.94081987847473,59.92027358683383,Overdue,19.592259981928024,85.30712452608847,Winter,Well Ventilated,15.2,Healthy
CATTLE_1041,Murrah Buffalo,60,453.86841538238093,Dry,4,Mixed Ration,12.416147396015209,17.046248154539313,2.5389100436846586,2.4441307685103153,6.8096613219163915,8.248763493230486,39.45470832023506,46.01432426180859,Overdue,18.086001345178317,73.89266321297463,Summer,Poor,4.01,Healthy
CATTLE_1042,Sahiwal,86,417.46787154390864,Mid,1,Green Fodder,13.538623848705912,12.815212151522262,1.1360092303201839,4.072782441917241,6.169049883588962,10.540913651559677,38.0462181689792,54.23228669431667,Vaccinated,24.748809452754315,56.41577929700385,Spring,Average,14.46,Healthy
CATTLE_1043,Jersey,105,475.04585938121903,Mid,3,Silage,12.067334265604346,14.19866461085845,2.751387123371789,1.4958920783179424,7.543360192379935,8.674752482108307,37.59755894966774,43.72457562116837,Vaccinated,27.852993342965796,48.55111265186225,Spring,Poor,14.04,Mastitis
CATTLE_1044,Jersey,93,462.9861250860741,Early,6,Concentrates,12.287050124686775,15.277184917554749,0.3384799377310401,3.9008803020290252,5.788983800237544,8.696327784395681,38.30772222788509,70.0629280921444,Vaccinated,25.23699335658207,47.09379952074072,Summer,Average,20.17,Healthy
CATTLE_1045,Murrah Buffalo,29,491.7846056032571,Mid,4,Dry Fodder,11.610879436027146,15.059608355830566,3.4415686206579004,0.29253324980906603,6.203104744529523,11.15414425436108,38.19800740664209,60.865897874729,Overdue,23.984773069785035,65.56718810056964,Winter,Average,14.71,Healthy
CATTLE_1046,Gir,103,508.38910308299035,Peak,4,Dry Fodder,15.763262529903638,14.675205324150404,1.5881230338775327,3.26859066389126,6.5674418121803795,10.788904284756594,39.537700399322716,68.71124703431693,Vaccinated,22.895077595898684,64.34662285344619,Summer,Average,15.98,Healthy
CATTLE_1047,Murrah Buffalo,76,510.06069610819725,Peak,5,Dry Fodder,13.775773880935345,9.923750929644292,0.9919136890825959,1.1938121184612163,6.648486515958691,10.036836758379103,38.39044973559557,68.2940558118349,Vaccinated,33.382186561376415,64.90391060646245,Winter,Average,14.52,Healthy
CATTLE_1048,Jersey,49,461.7807279054283,Late,6,Mixed Ration,17.3125955816609,11.042827508440316,3.143754043206929,4.5077446112416215,6.584712086099199,11.26556373221257,38.62411029315017,55.40639100459756,Vaccinated,36.35346428902198,62.72799382587743,Summer,Well Ventilated,20.85,Healthy
CATTLE_1049,Gir,66,491.5167908272123,Mid,2,Mixed Ration,12.431748522273399,14.143132474438785,1.5223425532348833,4.7184697386195875,7.333662105286948,12.075079888515798,38.01061814210885,55.55706739923888,Overdue,22.449918005726264,55.95187597059943,Monsoon,Poor,13.79,Healthy
CATTLE_1050,Sahiwal,66,487.8494308322676,Early,2,Mixed Ration,12.233504027467124,15.73921184021132,3.355637858804951,4.620152354835551,8.876795812558067,8.452421601792853,39.24802215574459,66.54365656354058,Pending,18.776726483442914,33.319196266435824,Summer,Poor,9.25,Mastitis
CATTLE_1051,Sahiwal,79,463.998431315991,Mid,6,Silage,11.62353285810487,18.891503959233653,2.1292211819752276,4.164092191907339,7.725766623898692,10.962018463473427,38.735734178567995,78.82024496475034,Overdue,26.119420121395656,48.142883168320324,Winter,Average,15.12,Healthy
CATTLE_1052,Holstein,114,529.6593313319698,Late,1,Concentrates,13.466352970706446,12.020790359482838,1.8742130799003518,4.083587368433042,8.094191518470948,6.615070740570362,38.28655946502629,49.87895624739832,Pending,32.64775159730307,57.629881521315156,Summer,Average,26.02,Healthy
CATTLE_1053,Murrah Buffalo,103,491.1585291980957,Mid,2,Mixed Ration,15.219953901565212,11.420078200517892,0.7049212279363839,3.4963229510648075,8.669021525289393,9.48081729727279,38.363638215126166,33.03113357058429,Pending,17.48428523440947,56.313854038710836,Monsoon,Poor,15.83,Healthy
CATTLE_1054,Murrah Buffalo,94,438.45327348956613,Peak,4,Silage,17.088619094440254,17.69791218989069,3.1265650295477574,3.596666964167754,5.89347409125833,15.14671960649972,38.487937456444996,61.98084760767855,Overdue,25.29609217007244,60.20893937869419,Spring,Poor,18.95,Healthy
CATTLE_1055,Sahiwal,96,421.3168996559882,Mid,7,Concentrates,13.359423176278824,13.934493459568003,1.456575228866235,2.9307313259842536,7.106430227691897,9.49004556515829,39.04575342596123,72.4608519249763,Pending,32.51996494291345,20.235452874104823,Winter,Average,10.27,Healthy
CATTLE_1056,Sahiwal,101,432.8656202959826,Mid,8,Silage,13.885677402012625,11.184976610564357,1.2221833124091246,2.334136231801257,8.752270443423622,11.871356786294923,37.93547411439138,54.75479733720226,Vaccinated,31.357775474970794,70.82508096064853,Spring,Poor,14.39,Healthy
CATTLE_1057,Jersey,108,388.89360955540275,Early,5,Concentrates,17.138995290517165,13.51934920368373,1.6251791924504024,5.066439952305237,7.44426331148604,9.27806766836184,38.80796780347213,65.93101257968384,Vaccinated,30.79664901682124,43.78405008600154,Monsoon,Well Ventilated,21.71,Healthy
CATTLE_1058,Jersey,49,466.3066511121059,Peak,1,Green Fodder,11.246659270844091,15.848054038413801,1.815097863557011,3.2159154692214407,8.049009225836889,8.59131261891448,38.80300497567282,47.19570647503717,Overdue,17.957693518182204,36.65056239714144,Summer,Average,28.42,Healthy
CATTLE_1059,Holstein,82,345.9035296058139,Late,4,Silage,20.089369104870116,14.422034934405238,1.9032868881296077,3.1826213697865753,7.399136114352071,9.924730595150303,38.57515088073094,56.36387787786144,Vaccinated,30.516509410082605,61.7134147299306,Spring,Average,29.67,Healthy
CATTLE_1060,Holstein,120,465.39008844460295,Early,7,Dry Fodder,9.869494822030124,11.303629155788574,2.743264094022715,4.256298157191913,6.8160166636473205,10.036867866130786,38.110847637298846,61.958452550976816,Overdue,26.737908526808354,51.90360479535958,Summer,Poor,26.19,Healthy
CATTLE_1061,Sahiwal,55,470.4126377857236,Early,8,Dry Fodder,9.89224918728648,16.058311274651288,2.4725974824130432,4.384044601470814,7.982690983945514,13.330948888925153,37.86021151663215,53.75181422304321,Overdue,30.07185032509065,32.38688653002532,Spring,Poor,12.82,Healthy
CATTLE_1062,Sahiwal,64,475.88295102345614,Late,7,Concentrates,12.822768560539604,14.373533528954157,1.2446170676466775,3.0827232955120776,5.5933389031517775,8.153533507778192,39.02682089830392,50.50601111168057,Overdue,18.24157697191833,45.36190120534001,Spring,Well Ventilated,17.07,Healthy
CATTLE_1063,Gir,57,474.6658950440445,Peak,5,Concentrates,15.554508371084621,12.283284439637573,2.7003098794089913,3.136543260643339,7.122009814645361,15.12016907653759,38.148411787437055,59.65011509503038,Vaccinated,24.51970050137675,77.23909989428513,Spring,Poor,19.78,Healthy
CATTLE_1064,Holstein,115,418.65164711061163,Mid,4,Mixed Ration,20.437345673990787,15.415503870910952,1.4375332241057324,4.948611608583281,7.97255444962673,11.243619924434393,38.37624068222425,59.25566570899954,Overdue,17.148876400547717,49.09294236262697,Monsoon,Average,30.82,Healthy
CATTLE_1065,Jersey,53,458.8850500466627,Late,3,Dry Fodder,10.993966923869696,14.760395702011927,2.610585745283823,4.83968567189656,8.080780725554622,11.667844309097807,37.669519533242,64.29618219132585,Pending,27.295900396142184,58.94751432812029,Winter,Average,21.32,Healthy
CATTLE_1066,Gir,77,463.5789418597687,Early,4,Silage,11.169754272539071,11.837886919183475,3.0531528533329038,3.9406672692150173,7.681500697372624,10.056636752260923,38.24197763589131,60.96120776940983,Overdue,25.148780697478728,74.07425708963997,Spring,Poor,8.31,Mastitis
CATTLE_1067,Sahiwal,72,428.2751886283842,Late,1,Mixed Ration,14.072483629594082,14.444267543267426,1.5212513783365227,5.883634188360281,6.105392697780496,9.626256711677282,38.59827738825579,70.31844539468635,Pending,22.801344708629124,81.704668265306,Monsoon,Average,11.2,Healthy
CATTLE_1068,Sahiwal,101,463.35251329346295,Peak,8,Dry Fodder,17.66889238687031,14.16456797855085,3.065480375065351,3.224067324849442,8.40934744018558,14.5977962472385,39.22669223855885,75.79572145730712,Pending,23.185807197801704,53.31746217898842,Monsoon,Average,16.31,Healthy
CATTLE_1069,Murrah Buffalo,109,428.99065914520713,Late,3,Silage,14.154646173418477,11.311098977931445,1.0813480535158018,2.493788849871898,6.232202434895871,9.930630225226437,38.000822979630605,69.84322398476584,Overdue,26.171073662682602,83.25750739221115,Summer,Poor,10.33,Mastitis
CATTLE_1070,Gir,99,447.52681451737834,Dry,1,Green Fodder,17.02445847649981,11.754555956875404,2.3824097461840505,4.249678312319584,7.4924512640081495,10.578337287815636,38.234501522499095,53.76859473575236,Pending,37.276500699554475,50.43390023623026,Spring,Well Ventilated,3.32,Healthy
CATTLE_1071,Murrah Buffalo,72,418.13064363467413,Mid,4,Silage,18.567049593322654,16.84100849597971,1.4292537062505237,2.751466640343657,7.471415556386404,8.895553911438057,37.742127942501384,75.47505201330061,Pending,28.164659088777555,63.0438453127695,Monsoon,Average,19.15,Healthy
CATTLE_1072,Gir,56,419.3605654757807,Early,8,Green Fodder,13.836895320192047,14.57173078144981,2.334456789987025,4.987816409009246,9.010204538766349,9.6461055450119,38.13453498002904,59.66873027126203,Vaccinated,21.00851377730773,39.31021157978209,Winter,Average,16.36,Healthy
CATTLE_1073,Holstein,120,424.1194350481914,Early,4,Dry Fodder,15.671363854916695,13.967154207854495,3.188393273448084,7.790398638810433,6.4691312270796795,9.021121114963556,39.42335366286802,65.83928185325964,Vaccinated,30.22080438534536,70.22837234439467,Winter,Poor,28.24,Healthy
CATTLE_1074,Gir,109,479.53274153461547,Early,4,Silage,18.326110741748725,15.640964362394728,2.507274031107298,5.600012034383731,8.169295590445673,12.764317982075054,38.573356843216665,72.06508966508358,Vaccinated,28.243549437948214,57.493228795247184,Monsoon,Average,13.26,Healthy
CATTLE_1075,Holstein,44,468.43366544364505,Mid,2,Concentrates,13.819983563017917,14.057489645869635,3.278451862607299,4.286648602029855,7.046436548156149,7.280287718040162,39.58162736165273,56.92221765046999,Overdue,28.731267830136105,69.68226271711613,Winter,Average,28.8,Healthy
CATTLE_1076,Gir,74,462.46918418553776,Peak,2,Concentrates,19.732359839290424,13.809408935226095,2.2790215257703395,4.911844764574809,7.186609123156358,9.107132770898943,37.98674235029447,61.32969674146876,Overdue,25.97044996449154,76.10447624789659,Summer,Well Ventilated,16.34,Healthy
CATTLE_1077,Sahiwal,39,509.7523314462421,Dry,1,Mixed Ration,10.430439285648676,12.882156305456823,2.377211875064521,6.348286043851511,6.934249738927012,8.889600946613603,37.40059702168996,64.40014450053333,Pending,34.40578534720295,38.279791493756335,Spring,Poor,2.03,Mastitis
CATTLE_1078,Murrah Buffalo,25,398.93835914346437,Late,8,Green Fodder,17.12506934189806,14.487601427542398,1.4359213692632715,2.0795434019936585,7.872457328280145,11.300402355917322,37.96495761683693,44.74474829075261,Overdue,24.504120681103085,87.69955494071499,Spring,Average,15.17,Healthy
CATTLE_1079,Gir,114,447.72069918222513,Peak,7,Dry Fodder,15.730018347968075,13.51752788428734,2.352055396514297,2.122690863714334,8.443764604073259,9.835697643214862,38.72837660957689,65.69767280232205,Overdue,30.586479157940637,65.14088019566556,Monsoon,Poor,17.59,Healthy
CATTLE_1080,Gir,79,482.1361379933772,Dry,5,Mixed Ration,18.987457590397295,14.39304233940294,2.7090037575885124,3.86539645856916,8.440117215449472,8.64721539588146,37.784612448940976,61.28104414910789,Pending,34.004702164554075,59.39763074033485,Summer,Well Ventilated,3.62,Healthy
CATTLE_1081,Jersey,120,492.0321774494362,Late,7,Mixed Ration,13.042128062092827,13.10763313357044,0.11045926905446901,3.321540521126385,4.576120673371044,6.832194353028553,38.71272878089248,50.33023856870787,Pending,28.802073280721487,71.78700237976248,Winter,Average,20.99,Healthy
CATTLE_1082,Jersey,69,449.8198730454716,Mid,6,Mixed Ration,11.52490593242237,17.0067966035343,2.8773622905756713,3.668553739255504,7.026885838994531,10.416765615895105,38.1590078760011,49.983799901050844,Vaccinated,14.791325657878547,56.29233926219105,Monsoon,Poor,20.59,Healthy
CATTLE_1083,Jersey,34,539.8843263424761,Peak,7,Silage,16.92252858380103,12.857642020434406,2.5725827813561586,6.099033154879003,7.924633682912769,10.119260739840348,38.69674269271088,68.95193220027733,Pending,21.76531611147213,70.47334970420386,Summer,Poor,27.76,Healthy
CATTLE_1084,Gir,81,502.47763576596674,Early,2,Mixed Ration,13.394294365318295,16.63478813126865,2.1975996046923996,7.112891308937899,6.310812181910432,13.4719276063305,38.25805708297284,56.7965269180568,Overdue,25.989553917313238,50.22872994578327,Summer,Average,13.95,Healthy
CATTLE_1085,Sahiwal,71,476.14177440177497,Late,6,Silage,13.278899988184262,13.951290815478034,4.142270358611864,6.591314755151068,7.4363236696740325,10.0760069563364,37.9886037174008,57.42623462576655,Overdue,25.600156633591308,69.20276959095625,Monsoon,Average,10.9,Healthy
CATTLE_1086,Murrah Buffalo,56,469.961156130264,Peak,2,Dry Fodder,16.94158781910822,13.033627075401252,3.5739867632900326,2.161351505496488,5.53562511979018,10.448903637119944,38.27055786856553,70.78680833431295,Overdue,30.235491513060772,85.25891537186803,Monsoon,Well Ventilated,19.06,Healthy
CATTLE_1087,Jersey,48,441.368635002959,Peak,8,Mixed Ration,17.650979812460015,15.30464575682684,0.4236078430157506,6.214810524588843,8.380091354147451,8.748874596980942,38.630336882911955,54.4969484615458,Vaccinated,26.979017667187044,67.41045279424108,Monsoon,Well Ventilated,25.63,Healthy
CATTLE_1088,Murrah Buffalo,46,448.72229645042773,Mid,1,Concentrates,18.518187057778093,15.087200309188864,1.629385667913894,5.157548065972517,4.1514573793699245,12.297531400744207,37.94016505268693,47.053185242790946,Vaccinated,16.301431106109504,54.563385878953014,Summer,Average,17.86,Healthy
CATTLE_1089,Sahiwal,61,426.6149399344054,Peak,8,Green Fodder,16.039511645192146,13.906158842241632,2.4770408272231217,4.115232836590383,5.71700777581143,11.99253363889428,38.28594241951704,75.00759790634311,Pending,22.531217084193436,36.651271520103734,Winter,Poor,18.07,Healthy
CATTLE_1090,Gir,67,432.567393279607,Peak,1,Mixed Ration,13.952226887044713,13.356729897565234,4.076747983560841,4.57290317834733,7.43004164719107,12.060566908063684,38.40182507545751,59.283987405859364,Vaccinated,26.193945795132567,56.11436781268945,Spring,Well Ventilated,16.17,Healthy
CATTLE_1091,Holstein,97,486.381477181849,Early,3,Dry Fodder,15.155837657421898,15.46528015443116,1.9192834198914177,4.117952785474136,5.001799315467892,11.832655349404963,37.05187231090316,80.88374704780728,Vaccinated,26.732442379489964,74.97015164789478,Monsoon,Well Ventilated,28.32,Healthy
CATTLE_1092,Gir,101,505.40914083687585,Dry,4,Concentrates,11.880282218623407,15.22554781012514,0.9465844368263439,3.0643465589562924,8.914031353866786,9.618635198473307,38.747840943986304,61.504189051435766,Pending,26.087164365898616,73.05101596033131,Spring,Average,3.81,Healthy
CATTLE_1093,Sahiwal,78,570.1707792619137,Mid,1,Concentrates,14.827143608899243,14.402198093429934,3.0506543960076122,5.658288899436975,8.18703030556038,11.27746044405837,37.926827303490654,63.02635465239033,Overdue,19.284975436347583,84.50147298451644,Winter,Well Ventilated,12.65,Healthy
CATTLE_1094,Holstein,44,446.7930826703504,Peak,3,Concentrates,15.986287230910442,14.642714430900547,2.421920754235285,6.420566903587971,7.453534301513979,9.511686729418702,37.886196092431504,65.97400069849859,Vaccinated,29.820435841441785,77.8420573338696,Winter,Well Ventilated,35.99,Healthy
CATTLE_1095,Sahiwal,84,435.1218248320004,Mid,1,Dry Fodder,19.127120439934856,13.699888825934947,2.1255764534715422,3.7403922635741957,7.015579047581467,7.807449826209597,38.076519325840835,50.08607650543693,Pending,17.79974558702853,83.91757594837458,Monsoon,Poor,11.3,Healthy
